id,time,px,py,pz,dest_px,dest_py,dest_pz
0,0.0,1.9993751301974831,0.9823296952453165,1.0176703047546836,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.1,1.9979181418909975,0.9646888348635463,1.0353111651364537,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.2,1.9956313759022586,0.9470994469376758,1.0529005530623243,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.30000000000000004,1.9906480203625692,0.9119793391829305,1.0880206608170697,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.4,1.9831885606914885,0.8770792372399538,1.1229207627600462,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.5,1.9732716416533838,0.8424863731879816,1.1575136268120185,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.6000000000000001,1.960922050381218,0.8082872111715282,1.1917127888284718,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.7000000000000001,1.9461706544216288,0.7745672312850558,1.2254327687149442,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.8,1.9290543245821365,0.7414107159172543,1.2585892840827457,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,0.9,1.9096158427733285,0.7089005390889639,1.2910994609110362,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.0,1.88790379507636,0.6771179593112824,1.3228820406887176,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.1,1.8639724503030584,0.6461424164816065,1.3538575835183935,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.2000000000000002,1.837881624352153,0.6160513333252597,1.3839486666747403,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.3,1.809696530700682,0.5869199218789996,1.4130800781210007,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.4000000000000001,1.7794876174042609,0.5588209955000959,1.4411790044999042,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.5,1.7473303910136324,0.531824786870858,1.4681752131291421,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.6,1.7133052278476142,0.5059987724535053,1.494001227546495,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.7000000000000002,1.6774971730941584,0.4814075038341529,1.5185924961658472,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.8,1.639995728241674,0.45811244637746407,1.541887553622536,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,1.9000000000000001,1.6008946273719173,0.43617182559524903,1.563828174404751,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,2.0,1.5602916028736036,0.41564048161300904,1.584359518386991,0.42264973081037416,0.42264973081037416,1.5773502691896257
0,2.1,1.518288141162332,0.39656973209818236,1.6034302679018175,0.42264973081037416,0.42264973081037416,1.5773502691896257
